age,job,marital,education,housing,loan,month,duration,campaign,pdays,previous
40,blue-collar,single,basic.9y,no,no,may,21,6,999,0
56,services,single,high.school,no,yes,aug,555,3,999,0
58,management,married,basic.4y,no,no,may,325,3,999,0
41,blue-collar,divorced,basic.9y,yes,no,may,48,2,999,0
33,unemployed,divorced,professional.course,unknown,unknown,may,446,3,999,0
54,retired,divorced,basic.4y,yes,no,jul,141,1,999,0
38,self-employed,married,unknown,yes,no,may,118,1,999,0
35,blue-collar,single,high.school,yes,no,may,173,1,999,1
35,technician,married,professional.course,no,no,may,44,9,999,0
69,unknown,married,university.degree,yes,yes,sep,109,2,3,1
39,admin.,married,high.school,yes,no,nov,50,1,999,0
32,admin.,married,university.degree,yes,no,aug,150,1,999,0
33,admin.,married,high.school,yes,no,may,764,2,999,0
46,services,married,basic.9y,no,no,jul,153,4,999,0
56,retired,married,basic.6y,unknown,unknown,jun,356,5,999,0
54,technician,married,university.degree,yes,no,may,172,5,999,1
49,blue-collar,married,basic.4y,yes,no,may,86,1,999,1
36,management,married,university.degree,no,no,jun,194,1,999,0
45,blue-collar,married,professional.course,yes,no,may,414,1,6,2
50,blue-collar,married,unknown,yes,no,jul,222,2,999,0
51,management,married,basic.4y,yes,no,jul,47,2,999,0
29,management,married,university.degree,yes,no,jul,196,4,999,0
45,services,married,basic.9y,no,no,may,198,1,999,0
44,technician,divorced,basic.9y,no,no,may,472,1,999,0
42,admin.,single,university.degree,yes,no,may,14,15,999,0
22,student,single,high.school,no,no,may,245,2,999,2
34,self-employed,single,university.degree,no,no,apr,94,5,999,0
46,blue-collar,married,basic.4y,yes,no,jun,346,3,999,0
53,entrepreneur,married,university.degree,no,yes,aug,314,2,999,0
53,blue-collar,divorced,basic.4y,yes,no,jul,155,1,999,0
24,student,single,high.school,yes,no,may,258,1,3,5
46,housemaid,divorced,basic.4y,no,yes,jul,518,1,999,0
37,self-employed,married,basic.9y,yes,no,may,65,1,999,0
26,technician,divorced,professional.course,no,yes,jul,500,1,999,0
21,admin.,single,high.school,yes,no,jun,180,1,999,0
51,management,married,unknown,yes,no,apr,309,2,999,0
56,admin.,married,basic.4y,no,no,aug,82,3,999,0
25,blue-collar,single,basic.4y,yes,no,may,304,2,999,0
50,entrepreneur,married,basic.9y,yes,no,may,215,2,999,0
47,admin.,married,university.degree,no,no,apr,226,1,999,1
43,admin.,married,high.school,yes,no,jun,49,1,999,0
35,self-employed,married,university.degree,yes,no,nov,405,1,999,0
51,admin.,divorced,university.degree,no,no,nov,267,1,999,0
35,admin.,married,high.school,no,no,aug,155,1,4,1
18,student,single,basic.4y,yes,yes,apr,184,2,999,0
31,blue-collar,unknown,unknown,no,no,may,170,2,999,0
40,admin.,married,university.degree,yes,no,aug,124,1,999,0
24,student,married,university.degree,no,no,jul,114,1,999,0
31,admin.,married,high.school,yes,yes,may,157,5,999,0
76,retired,married,university.degree,yes,yes,dec,330,2,4,2
30,admin.,single,university.degree,no,no,nov,319,5,999,0
22,student,single,high.school,yes,no,may,47,3,999,0
27,services,single,high.school,yes,no,may,86,4,999,0
54,blue-collar,single,unknown,yes,no,jul,56,3,999,0
42,blue-collar,married,basic.4y,yes,no,may,63,1,999,0
51,admin.,married,basic.6y,yes,no,may,531,1,999,0
29,technician,married,professional.course,no,yes,aug,370,2,999,0
64,housemaid,married,basic.4y,no,no,dec,208,1,999,0
43,blue-collar,married,basic.6y,no,no,may,99,2,999,1
25,admin.,single,high.school,no,no,jul,67,1,999,0
46,blue-collar,married,basic.9y,no,no,aug,189,1,999,0
26,housemaid,married,basic.4y,no,no,jul,62,1,999,0
58,services,married,basic.6y,no,no,may,327,1,999,0
55,technician,married,basic.6y,yes,no,may,452,2,999,0
56,management,married,university.degree,yes,yes,may,136,1,999,0
42,entrepreneur,married,high.school,no,no,aug,332,2,999,0
26,blue-collar,married,basic.4y,no,no,may,232,1,999,0
41,technician,married,university.degree,no,no,jul,83,2,999,0
47,management,married,basic.4y,no,no,nov,755,1,999,0
41,technician,married,university.degree,yes,no,aug,71,1,999,0
38,blue-collar,single,basic.4y,no,no,may,121,2,999,0
31,student,single,unknown,yes,no,may,267,5,999,0
35,admin.,married,university.degree,no,yes,sep,242,2,999,1
36,technician,single,high.school,no,no,aug,78,1,999,0
28,blue-collar,single,basic.9y,no,no,jul,803,1,999,0
30,technician,single,professional.course,no,no,aug,405,3,999,0
28,admin.,single,university.degree,yes,no,jun,12,14,999,0
30,admin.,single,university.degree,yes,no,nov,513,2,999,0
44,blue-collar,married,basic.4y,yes,no,may,151,2,999,0
38,admin.,married,university.degree,yes,no,aug,74,1,999,0
53,admin.,divorced,high.school,yes,no,nov,115,2,999,1
33,self-employed,single,professional.course,yes,no,jul,85,1,999,0
38,blue-collar,married,basic.6y,yes,no,jun,167,2,999,0
37,admin.,married,university.degree,no,no,may,172,1,999,0
56,entrepreneur,married,university.degree,yes,no,nov,501,2,999,0
35,technician,married,high.school,yes,no,aug,603,1,999,0
38,blue-collar,single,university.degree,no,no,may,456,1,999,0
46,unknown,married,university.degree,no,no,may,93,4,999,0
48,entrepreneur,married,university.degree,yes,no,jul,413,1,999,0
53,management,married,university.degree,no,no,may,369,1,999,0
52,blue-collar,unknown,basic.4y,unknown,unknown,may,610,3,999,0
31,technician,married,professional.course,unknown,unknown,aug,128,3,999,0
49,admin.,married,university.degree,no,no,jun,29,2,999,0
28,admin.,married,university.degree,yes,no,jul,529,1,999,0
27,student,single,high.school,yes,no,jul,54,3,999,0
28,technician,married,basic.9y,yes,no,apr,137,1,999,0
27,blue-collar,single,basic.9y,yes,yes,may,623,1,999,0
32,admin.,married,high.school,yes,no,nov,90,2,999,0
39,unemployed,single,high.school,yes,no,jul,90,2,999,0
45,technician,single,university.degree,no,no,aug,146,1,999,0
36,admin.,married,university.degree,no,no,aug,212,7,6,1
33,admin.,married,university.degree,yes,yes,may,44,1,999,1
42,blue-collar,married,basic.6y,yes,no,may,347,1,999,0
45,blue-collar,married,basic.4y,yes,no,may,160,1,999,0
34,technician,married,basic.9y,yes,no,nov,126,2,999,2
36,services,married,high.school,no,yes,may,166,5,999,0
36,technician,married,professional.course,yes,no,aug,126,3,999,0
42,admin.,divorced,university.degree,yes,yes,aug,159,1,999,0
38,blue-collar,married,basic.6y,yes,no,jul,136,1,999,0
35,admin.,single,basic.4y,no,no,may,283,1,999,0
69,entrepreneur,married,high.school,yes,no,jun,178,2,999,0
50,technician,married,professional.course,unknown,unknown,nov,336,1,999,0
25,self-employed,single,university.degree,no,no,may,105,1,999,0
59,retired,married,university.degree,yes,no,jun,484,1,999,0
20,blue-collar,married,basic.4y,no,yes,jul,285,1,999,0
51,admin.,divorced,professional.course,no,yes,aug,207,1,999,0
29,housemaid,single,high.school,no,no,may,1203,3,999,0
52,entrepreneur,married,university.degree,yes,yes,nov,248,3,999,0
21,student,single,high.school,no,no,jun,295,4,999,0
42,services,married,unknown,no,no,may,50,2,999,0
38,blue-collar,married,unknown,no,no,jul,340,3,999,0
44,management,married,high.school,no,no,jul,164,1,999,0
44,management,married,university.degree,yes,no,may,69,1,999,1
42,self-employed,married,university.degree,unknown,unknown,jul,624,3,999,0
32,management,single,professional.course,no,no,may,134,2,999,1
51,services,married,high.school,yes,no,jul,158,3,999,0
39,technician,single,high.school,yes,no,may,247,1,999,0
43,management,married,unknown,no,no,may,38,2,999,0
41,blue-collar,married,basic.4y,yes,no,may,211,1,999,0
38,blue-collar,divorced,basic.9y,yes,no,may,122,3,999,0
43,blue-collar,married,basic.4y,yes,no,may,180,5,999,0
47,services,married,professional.course,yes,no,may,137,3,999,0
27,blue-collar,married,professional.course,yes,no,may,465,3,999,0
29,blue-collar,married,professional.course,yes,no,may,749,2,999,0
58,unemployed,married,university.degree,yes,no,nov,344,2,999,0
33,blue-collar,single,basic.9y,yes,no,may,601,1,999,0
57,unknown,married,unknown,yes,no,may,325,2,999,0
39,housemaid,married,basic.4y,no,no,aug,155,2,999,0
37,blue-collar,married,basic.9y,no,no,may,158,1,999,0
34,housemaid,divorced,high.school,no,no,may,553,3,999,0
24,blue-collar,married,basic.9y,no,no,jul,171,1,999,0
60,retired,divorced,basic.4y,no,no,may,478,2,999,0
41,services,divorced,unknown,no,no,may,211,3,999,0
21,blue-collar,single,basic.9y,yes,no,may,250,1,999,0
31,blue-collar,single,basic.9y,no,yes,jul,85,2,999,0
33,management,married,university.degree,no,yes,may,70,1,999,0
37,technician,single,university.degree,no,no,jun,654,1,999,1
31,admin.,single,university.degree,yes,no,aug,1032,2,999,0
32,technician,married,professional.course,no,no,apr,688,2,999,0
41,management,single,unknown,no,no,may,154,2,999,0
25,technician,married,university.degree,unknown,unknown,jul,446,1,999,0
52,management,married,university.degree,yes,no,may,27,10,999,0
32,technician,married,professional.course,yes,no,jul,172,2,999,0
48,blue-collar,divorced,professional.course,no,no,nov,564,1,999,0
38,management,married,university.degree,yes,no,may,290,2,999,0
39,admin.,married,high.school,no,no,jul,210,2,999,0
56,blue-collar,married,basic.6y,yes,yes,apr,223,1,999,0
50,technician,married,university.degree,yes,no,aug,204,5,999,0
33,blue-collar,married,basic.6y,no,no,jul,391,1,999,0
28,admin.,single,university.degree,no,no,aug,489,5,999,0
34,technician,married,professional.course,no,no,jun,218,1,999,0
28,services,married,basic.9y,yes,no,may,343,3,999,0
31,technician,married,university.degree,no,no,nov,298,1,999,1
46,admin.,divorced,basic.6y,yes,no,may,18,5,999,0
56,blue-collar,married,high.school,yes,no,jun,79,3,999,0
44,entrepreneur,married,high.school,no,no,aug,70,1,999,0
35,blue-collar,divorced,basic.6y,yes,no,apr,212,1,999,0
61,admin.,married,high.school,no,no,nov,508,4,999,0
71,retired,single,university.degree,no,no,oct,120,1,999,0
48,admin.,single,high.school,yes,no,may,275,2,999,0
35,admin.,married,high.school,no,yes,may,114,2,999,0
21,student,single,high.school,yes,no,aug,263,3,9,2
39,blue-collar,married,basic.6y,yes,no,jul,1439,6,999,0
24,technician,single,professional.course,yes,no,sep,1042,5,999,3
29,blue-collar,married,basic.9y,yes,no,may,193,1,999,0
36,technician,divorced,professional.course,yes,no,jul,643,2,999,0
33,management,married,basic.9y,no,no,may,127,1,999,0
35,services,married,high.school,yes,no,may,87,1,999,0
36,technician,married,professional.course,yes,no,aug,125,1,999,0
40,technician,married,basic.9y,yes,no,jun,235,1,999,0
31,admin.,single,university.degree,yes,no,nov,36,2,999,0
33,management,married,university.degree,no,no,may,210,2,999,1
57,technician,married,basic.9y,no,no,jul,94,1,999,0
30,technician,single,university.degree,yes,no,aug,86,1,999,0
36,blue-collar,divorced,basic.6y,yes,no,may,197,1,999,1
25,services,married,high.school,no,no,jul,206,1,999,0
38,technician,married,professional.course,no,no,jul,56,1,999,0
42,admin.,single,unknown,yes,yes,may,303,3,999,0
59,retired,married,basic.4y,yes,no,aug,196,3,999,0
30,blue-collar,single,basic.9y,yes,no,jun,662,2,999,0
44,entrepreneur,single,university.degree,no,no,jun,75,1,999,0
34,blue-collar,married,basic.9y,yes,no,aug,298,2,999,0
33,admin.,married,university.degree,yes,no,may,172,1,999,0
33,admin.,single,university.degree,yes,no,may,324,4,999,0
25,blue-collar,single,high.school,no,no,may,1212,3,999,0
52,admin.,married,high.school,yes,no,may,17,1,999,0
37,blue-collar,married,basic.4y,no,no,jul,166,1,999,0
27,blue-collar,married,basic.9y,yes,no,may,241,2,999,0
30,student,single,unknown,no,no,may,133,1,999,0
29,admin.,divorced,university.degree,no,no,may,90,3,999,0
50,technician,married,professional.course,yes,no,may,855,2,999,0
23,admin.,single,high.school,no,no,jul,220,1,999,0
30,services,married,university.degree,yes,no,jun,200,1,999,0
28,blue-collar,single,basic.6y,yes,no,may,387,3,999,0
28,blue-collar,single,basic.6y,no,no,jul,263,3,999,0
40,admin.,married,university.degree,yes,no,may,615,2,999,0
29,technician,single,professional.course,no,no,nov,1480,3,999,0
28,services,single,high.school,unknown,unknown,may,48,3,999,1
32,services,married,high.school,yes,no,jul,302,3,999,0
31,blue-collar,married,basic.9y,yes,no,apr,257,2,999,1
33,admin.,single,university.degree,yes,no,may,320,1,999,0
54,admin.,divorced,university.degree,yes,no,sep,112,1,999,2
36,services,single,high.school,yes,no,jul,249,2,999,0
33,blue-collar,married,basic.9y,yes,no,may,580,2,999,0
48,blue-collar,married,basic.9y,no,no,aug,106,2,999,0
23,technician,married,professional.course,yes,yes,oct,408,2,999,0
40,self-employed,married,university.degree,yes,no,aug,155,1,999,0
37,management,married,unknown,no,no,nov,171,2,999,1
46,blue-collar,married,basic.9y,no,no,may,167,1,999,0
29,services,single,high.school,no,no,apr,370,1,999,0
34,unemployed,single,university.degree,yes,yes,may,35,1,999,0
52,admin.,married,basic.4y,yes,no,nov,74,1,999,0
39,services,single,high.school,yes,no,may,305,1,999,1
38,self-employed,married,university.degree,yes,no,apr,93,3,999,0
22,admin.,single,university.degree,no,no,apr,149,1,999,0
34,admin.,single,high.school,yes,no,may,78,4,999,0
32,blue-collar,married,basic.9y,yes,no,jun,39,1,999,0
44,blue-collar,married,basic.9y,yes,no,jul,121,1,999,0
28,housemaid,married,basic.6y,no,no,may,38,11,999,0
43,admin.,married,university.degree,yes,no,aug,35,10,999,0
45,technician,married,professional.course,yes,no,jul,95,1,999,0
32,technician,single,high.school,no,no,jul,40,5,999,0
53,technician,married,professional.course,no,no,may,332,1,999,0
32,entrepreneur,married,basic.4y,yes,no,jun,183,2,999,1
29,technician,married,unknown,yes,no,jul,404,1,999,0
41,blue-collar,married,basic.9y,no,no,may,126,2,999,0
42,admin.,married,unknown,no,no,apr,952,1,999,1
44,services,single,high.school,yes,no,nov,116,5,999,0
52,technician,married,high.school,yes,no,nov,385,1,999,0
28,blue-collar,single,professional.course,yes,no,jul,164,5,999,0
30,technician,single,university.degree,no,no,may,195,1,999,0
47,blue-collar,married,unknown,yes,no,aug,310,3,999,0
38,admin.,married,basic.6y,no,no,jul,213,3,999,0
31,blue-collar,single,basic.9y,no,no,may,114,1,999,1
40,technician,single,professional.course,yes,no,apr,53,1,999,1
48,unemployed,married,high.school,yes,no,jun,334,1,999,0
50,self-employed,married,high.school,yes,no,jul,119,6,999,0
55,unknown,married,basic.4y,no,no,jun,27,7,999,0
39,blue-collar,married,basic.4y,no,no,jul,204,2,999,0
42,services,married,high.school,no,no,jun,84,1,999,0
32,admin.,single,university.degree,no,no,aug,200,1,999,0
31,admin.,divorced,high.school,no,no,jun,111,3,999,0
31,blue-collar,single,basic.9y,no,no,jun,87,2,999,0
31,admin.,single,university.degree,yes,no,jul,214,1,999,0
53,admin.,single,basic.6y,yes,yes,may,148,2,999,0
33,services,married,high.school,no,no,nov,130,3,999,0
32,technician,single,high.school,no,no,jul,239,11,999,0
41,blue-collar,married,basic.9y,no,no,apr,161,1,999,1
31,technician,single,unknown,no,no,aug,155,2,999,0
30,admin.,divorced,high.school,yes,no,may,422,1,999,1
33,services,single,basic.6y,no,no,may,74,3,999,0
49,admin.,divorced,university.degree,no,no,jun,141,2,999,0
44,management,single,high.school,no,no,may,233,1,999,0
40,admin.,single,university.degree,no,no,jun,136,2,999,0
42,technician,single,professional.course,yes,no,may,152,2,999,0
38,admin.,divorced,university.degree,no,no,jul,419,8,999,0
44,blue-collar,married,basic.9y,yes,no,jul,186,1,999,0
33,admin.,single,university.degree,yes,no,jun,61,2,999,0
33,admin.,single,university.degree,yes,no,nov,101,2,999,1
34,self-employed,single,university.degree,yes,no,apr,639,2,999,0
57,blue-collar,married,unknown,yes,no,jul,240,5,999,0
55,management,divorced,university.degree,yes,no,nov,159,1,999,0
36,services,married,high.school,no,no,may,227,2,999,0
25,technician,single,university.degree,no,no,jul,135,3,999,0
37,management,single,university.degree,yes,no,aug,243,1,999,0
48,technician,married,professional.course,no,no,jul,77,1,999,0
32,technician,single,professional.course,yes,no,jun,329,1,3,1
40,blue-collar,single,basic.9y,yes,no,may,137,2,999,0
48,services,married,unknown,no,no,may,486,2,999,0
40,technician,married,basic.4y,no,no,may,217,1,999,0
57,blue-collar,married,basic.9y,yes,no,aug,84,2,999,0
33,services,married,high.school,yes,no,jul,90,2,999,0
54,management,divorced,basic.6y,yes,no,may,151,1,999,0
49,blue-collar,married,basic.9y,no,no,aug,474,2,999,0
39,blue-collar,married,professional.course,no,no,may,149,1,999,1
34,entrepreneur,single,university.degree,yes,no,may,87,1,999,0
39,technician,married,high.school,yes,yes,aug,132,2,999,0
35,entrepreneur,married,basic.6y,yes,no,jun,147,2,999,0
81,retired,divorced,basic.4y,no,no,sep,532,2,7,1
32,unemployed,married,high.school,no,no,sep,6,1,999,1
24,technician,single,basic.9y,no,no,may,87,3,999,0
